loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,inq_last_6mths,pub_rec,total_acc,pub_rec_bankruptcies,issue_year,issue_month
5600,5600,5600,60,16.49,D,5,MORTGAGE,69996,Source Verified,0,home_improvement,WA,0,0,23,0,11,Jun
21000,21000,20850,36,13.99,C,10+,MORTGAGE,60000,Verified,0,debt_consolidation,VA,2,0,14,0,11,Jun
4900,4900,4900,36,5.99,A,4,MORTGAGE,32000,Source Verified,0,home_improvement,VA,1,0,13,0,11,Jun
3500,3500,3250,36,6.99,A,1,MORTGAGE,36000,Verified,0,debt_consolidation,UT,0,0,29,0,11,Jun
7000,7000,6975,36,10.59,B,5,MORTGAGE,50000,Not Verified,0,home_improvement,OR,0,0,13,0,11,Jun
12175,12175,12150,60,16.49,D,3,MORTGAGE,42000,Verified,0,debt_consolidation,CA,3,0,25,0,11,Jun
8000,8000,8000,36,15.23,C,9,RENT,50004,Not Verified,0,major_purchase,PA,2,0,18,0,11,Jun
8000,8000,8000,60,18.39,E,2,RENT,24000,Not Verified,0,car,VA,0,0,7,0,11,Jun
4600,4600,4600,60,20.62,F,1,RENT,48996,Source Verified,1,debt_consolidation,NM,1,0,18,0,11,Jun
25000,25000,24725,60,12.99,C,10+,OWN,80004,Verified,0,debt_consolidation,FL,0,0,23,0,11,Jun
21600,21600,21600,60,22.85,G,10+,MORTGAGE,94000,Verified,1,debt_consolidation,NJ,1,0,12,0,11,Jun
5000,5000,5000,36,11.49,B,1,MORTGAGE,37500,Not Verified,0,home_improvement,NC,1,0,21,0,11,Jun
20000,20000,19625,36,11.49,B,3,MORTGAGE,70000,Verified,0,debt_consolidation,PA,0,0,23,0,11,Jun
19000,19000,19000,36,11.99,B,4,MORTGAGE,75000,Not Verified,0,debt_consolidation,OH,1,0,26,0,11,Jun
25000,25000,24700,60,11.49,B,4,MORTGAGE,60000,Verified,0,debt_consolidation,TX,0,0,34,0,11,Jun
7800,7800,7800,36,15.99,D,1,RENT,65004,Source Verified,0,debt_consolidation,CA,1,0,5,0,11,Jun
6000,6000,6000,36,5.99,A,2,MORTGAGE,60000,Not Verified,0,major_purchase,OK,0,0,16,0,11,Jun
8400,8400,8400,60,15.99,D,6,MORTGAGE,163400,Source Verified,1,other,SC,1,0,15,0,11,Jun
22000,22000,21925,36,15.23,C,3,MORTGAGE,115000,Verified,0,debt_consolidation,NC,1,0,31,0,11,Jun
1600,1600,1600,36,10.59,B,9,RENT,51000,Not Verified,0,vacation,NY,0,1,20,1,11,Jun
13250,13250,13225,36,10.99,B,1,RENT,38400,Not Verified,0,credit_card,CA,1,0,15,0,11,Jun
4500,4500,4500,36,15.62,D,7,MORTGAGE,36000,Not Verified,1,home_improvement,NC,0,0,14,0,11,Jun
3000,3000,3000,36,11.49,B,7,MORTGAGE,78000,Not Verified,0,home_improvement,PA,1,0,32,0,11,Jun
10300,10300,10275,36,6.99,A,4,MORTGAGE,48852,Not Verified,0,other,FL,0,0,37,0,11,Jun
6000,6000,6000,36,10.99,B,2,RENT,74000,Not Verified,1,debt_consolidation,MI,1,0,28,0,11,Jun
23675,23675,23650,60,14.79,C,10+,MORTGAGE,84000,Verified,0,debt_consolidation,CA,1,0,33,0,11,Jun
8875,8875,8875,36,11.99,B,10+,MORTGAGE,72500,Not Verified,0,medical,VA,1,0,37,0,11,Jun
15600,15600,15550,60,11.99,B,5,OWN,70000,Verified,0,major_purchase,NY,0,0,25,0,11,Jun
20000,20000,20000,36,15.99,D,2,RENT,150000,Not Verified,0,debt_consolidation,CA,1,0,13,0,11,Jun
10000,10000,10000,60,13.49,C,2,RENT,60324,Not Verified,0,debt_consolidation,PA,1,0,39,0,11,Jun
16000,16000,15750,36,8.49,A,1,OWN,74000,Source Verified,0,credit_card,NY,0,0,34,0,11,Jun
10000,10000,10000,36,5.42,A,10+,MORTGAGE,70000,Verified,0,major_purchase,OR,0,0,14,0,11,Jun
15000,15000,14975,36,8.49,A,10+,MORTGAGE,55000,Verified,0,credit_card,SC,1,0,38,0,11,Jun
23200,23200,23175,60,15.99,D,2,RENT,75000,Verified,0,debt_consolidation,CA,1,0,17,0,11,Jun
1000,1000,1000,36,8.49,A,5,RENT,9600,Source Verified,1,moving,IL,0,0,3,0,11,Jun
7000,7000,6975,60,15.23,C,10+,OWN,112227,Source Verified,0,debt_consolidation,MD,1,0,20,0,11,Jun
17400,17400,17375,36,5.99,A,5,MORTGAGE,56000,Source Verified,0,home_improvement,MN,0,0,34,0,11,Jun
10000,10000,10000,36,16.89,D,< 1,MORTGAGE,50000,Source Verified,0,medical,OK,2,0,19,0,11,Jun
6000,6000,5975,36,5.99,A,10+,MORTGAGE,39600,Not Verified,0,car,LA,0,0,32,0,11,Jun
30000,30000,29950,60,13.99,C,10+,MORTGAGE,159996,Verified,0,debt_consolidation,MD,2,0,25,0,11,Jun
2400,2400,2400,36,11.49,B,9,OWN,20400,Not Verified,0,credit_card,UT,0,0,3,0,11,Jun
16000,16000,15950,60,12.99,C,< 1,MORTGAGE,32000,Verified,1,small_business,VA,0,0,10,0,11,Jun
3500,3500,3500,36,13.49,C,10+,MORTGAGE,40000,Not Verified,0,other,NV,0,0,14,0,11,Jun
15000,15000,14600,36,5.99,A,< 1,RENT,230000,Verified,0,debt_consolidation,NY,0,0,14,0,11,Jun
10000,10000,10000,36,15.99,D,1,RENT,66000,Source Verified,0,debt_consolidation,NY,0,0,15,0,11,Jun
5600,5600,5575,36,9.99,B,10+,MORTGAGE,90000,Not Verified,0,home_improvement,IL,1,0,33,0,11,Jun
6000,6000,6000,60,16.49,D,4,RENT,95004,Verified,1,debt_consolidation,NJ,1,0,6,0,11,Jun
3600,3600,3600,36,17.99,E,10+,MORTGAGE,85000,Source Verified,0,debt_consolidation,CA,0,2,16,2,11,Jun
11200,11200,11200,36,15.62,D,3,RENT,66500,Source Verified,0,credit_card,NJ,0,0,12,0,11,Jun
24000,24000,24000,36,11.49,B,8,MORTGAGE,210000,Source Verified,0,debt_consolidation,TX,3,0,38,0,11,Jun
10000,10000,9975,36,5.42,A,5,MORTGAGE,58000,Not Verified,0,debt_consolidation,NJ,0,0,39,0,11,Jun
30000,30000,29975,60,22.11,G,10+,MORTGAGE,140000,Verified,0,other,GA,0,0,43,0,11,Jun
30000,30000,29975,60,13.99,C,9,OWN,118000,Verified,0,debt_consolidation,CT,2,0,39,0,11,Jun
4000,4000,4000,36,13.49,C,< 1,OWN,40800,Not Verified,0,other,MA,1,0,14,0,11,Jun
10000,10000,10000,36,9.99,B,4,RENT,120000,Not Verified,0,credit_card,CA,1,0,35,0,11,Jun
35000,35000,34725,60,20.99,F,10+,MORTGAGE,93000,Verified,0,debt_consolidation,VA,0,0,35,0,11,Jun
1200,1200,1200,36,5.99,A,< 1,RENT,21600,Not Verified,0,other,CA,0,0,35,0,11,Jun
2425,2425,2425,36,11.49,B,1,RENT,86400,Not Verified,0,small_business,CA,1,0,24,0,11,Jun
2500,2500,2500,36,13.99,C,10+,MORTGAGE,83000,Not Verified,0,major_purchase,NV,1,0,37,0,11,Jun
6300,6300,6300,36,10.99,B,10+,MORTGAGE,57000,Verified,0,credit_card,TX,1,1,19,1,11,Jun
5100,5100,5100,36,12.99,C,< 1,RENT,35368,Not Verified,0,moving,MA,0,0,9,0,11,Jun
5000,5000,4975,36,8.49,A,< 1,RENT,88000,Not Verified,0,wedding,NY,1,0,20,0,11,Jun
12000,12000,11750,60,17.49,D,8,MORTGAGE,50000,Source Verified,0,debt_consolidation,HI,0,0,16,0,11,Jun
12000,12000,12000,60,19.69,E,4,RENT,40512,Source Verified,1,debt_consolidation,NV,1,0,32,0,11,Jun
5250,5250,5250,36,11.49,B,10+,RENT,39000,Not Verified,0,debt_consolidation,CA,0,0,17,0,11,Jun
11275,11275,11275,36,12.99,C,10+,MORTGAGE,220000,Not Verified,0,debt_consolidation,SC,0,0,30,0,11,Jun
10000,10000,9700,36,6.99,A,10+,MORTGAGE,48528,Not Verified,0,credit_card,PA,0,0,14,0,11,Jun
13000,13000,13000,36,8.49,A,10+,MORTGAGE,86000,Not Verified,0,debt_consolidation,FL,0,0,63,0,11,Jun
5425,5425,5425,36,10.59,B,< 1,RENT,83200,Not Verified,1,debt_consolidation,MN,1,0,33,0,11,Jun
11000,11000,10975,36,10.99,B,2,MORTGAGE,205000,Not Verified,0,other,NJ,0,0,14,0,11,Jun
6000,6000,6000,36,10.99,B,3,RENT,60000,Verified,1,moving,NJ,0,0,10,0,11,Jun
18000,18000,17975,60,16.89,D,< 1,OWN,96000,Verified,0,home_improvement,TX,0,0,22,0,11,Jun
17000,17000,17000,60,11.49,B,6,RENT,60000,Verified,1,debt_consolidation,NY,0,0,17,0,11,Jun
7725,7725,7725,36,11.99,B,10+,MORTGAGE,105000,Verified,0,debt_consolidation,VA,3,0,46,0,11,Jun
1550,1550,1550,36,7.49,A,5,MORTGAGE,22000,Not Verified,1,home_improvement,PA,0,0,10,0,11,Jun
7750,7750,7750,36,9.99,B,9,RENT,112000,Source Verified,1,debt_consolidation,CA,2,0,26,0,11,Jun
9225,9225,9225,36,5.99,A,5,RENT,63000,Not Verified,0,debt_consolidation,TX,0,0,45,0,11,Jun
4500,4500,4500,36,9.99,B,2,RENT,25596,Not Verified,0,other,CA,1,0,8,0,11,Jun
12000,12000,12000,60,16.89,D,6,MORTGAGE,70000,Not Verified,0,major_purchase,MN,2,0,20,0,11,Jun
7525,7525,7525,36,5.99,A,1,RENT,85000,Not Verified,0,debt_consolidation,NY,0,0,21,0,11,Jun
20000,20000,19750,60,11.99,B,4,MORTGAGE,83000,Not Verified,0,debt_consolidation,TX,0,0,24,0,11,Jun
3600,3600,3600,36,13.49,C,10+,MORTGAGE,120000,Source Verified,0,major_purchase,CO,1,0,16,0,11,Jun
2325,2325,2250,36,6.99,A,4,MORTGAGE,50000,Not Verified,0,credit_card,FL,0,0,7,0,11,Jun
8000,8000,8000,36,6.99,A,2,RENT,65000,Source Verified,0,other,NY,1,0,22,0,11,Jun
20000,20000,19975,60,20.25,F,3,RENT,42500,Verified,0,credit_card,NJ,0,0,18,0,11,Jun
13725,13725,13725,60,11.49,B,8,MORTGAGE,80000,Not Verified,1,small_business,MT,1,0,47,0,11,Jun
6775,6775,6775,36,10.59,B,5,MORTGAGE,84000,Not Verified,1,credit_card,NV,0,0,30,0,11,May
12000,12000,12000,60,11.49,B,10+,MORTGAGE,100000,Source Verified,0,home_improvement,NJ,3,0,56,0,11,Jun
4475,4475,4475,36,9.99,B,10+,MORTGAGE,74000,Verified,0,small_business,UT,0,0,14,0,11,Jun
23500,23500,23350,60,15.23,C,1,RENT,48000,Verified,0,debt_consolidation,WI,2,0,27,0,11,Jun
35000,35000,35000,36,15.99,D,8,MORTGAGE,648000,Source Verified,0,home_improvement,TX,3,0,52,0,11,Jun
9500,9500,9500,36,14.79,C,1,RENT,52500,Verified,0,debt_consolidation,FL,2,0,21,0,11,Jun
14000,14000,14000,60,17.49,D,5,OWN,76365,Verified,0,debt_consolidation,MN,2,0,31,0,11,Jun
23325,23325,23300,60,13.49,C,10+,RENT,44000,Verified,0,house,NY,0,0,10,0,11,May
12000,12000,11950,36,10.59,B,3,RENT,42886,Not Verified,0,other,PA,1,0,16,0,11,Jun
8775,8775,8775,36,8.49,A,10+,MORTGAGE,168000,Not Verified,0,home_improvement,NH,0,0,14,0,11,Jun
1525,1525,1525,36,5.42,A,7,MORTGAGE,65000,Not Verified,0,debt_consolidation,GA,0,0,27,0,11,Jun
30000,30000,29950,60,10.99,B,8,MORTGAGE,230000,Verified,0,small_business,OH,0,0,16,0,11,May
16200,16200,16175,60,19.29,E,2,MORTGAGE,38000,Verified,0,debt_consolidation,AR,1,0,18,0,11,Jun
8350,8350,8350,36,7.49,A,< 1,RENT,81120,Source Verified,0,debt_consolidation,CA,0,0,8,0,11,Jun
8000,8000,7900,36,5.99,A,10+,MORTGAGE,32000,Not Verified,0,credit_card,PA,0,0,25,0,11,Jun
16000,16000,15975,60,13.49,C,4,RENT,72000,Verified,0,debt_consolidation,VA,0,0,23,0,11,Jun
6000,6000,6000,36,7.49,A,5,RENT,60000,Source Verified,0,car,SC,0,0,24,0,11,Jun
7150,7150,7150,36,15.99,D,10+,RENT,64500,Not Verified,1,debt_consolidation,NJ,1,0,28,0,11,May
12000,12000,11950,36,10.99,B,3,RENT,76000,Source Verified,0,debt_consolidation,NY,0,0,22,0,11,Jun
5550,5550,5550,36,5.99,A,8,MORTGAGE,66420,Not Verified,0,home_improvement,CA,0,0,32,0,11,Jun
13000,13000,12999.37154,60,10.59,B,1,RENT,65004,Source Verified,0,debt_consolidation,FL,0,0,41,0,11,Jun
3000,3000,2825,36,5.42,A,2,RENT,65000,Not Verified,0,vacation,CA,0,0,32,0,11,Jun
6000,6000,5975,60,15.99,D,10+,MORTGAGE,61500,Verified,0,other,AZ,0,0,28,0,11,Jun
5125,5125,5125,36,6.99,A,6,MORTGAGE,34800,Not Verified,1,debt_consolidation,MN,0,0,16,0,11,Jun
7000,7000,7000,36,8.49,A,10+,RENT,46000,Not Verified,0,credit_card,NY,1,0,24,0,11,Jun
4800,4800,4800,60,11.99,B,10+,MORTGAGE,72000,Not Verified,0,car,OH,0,0,25,0,11,May
19000,19000,18975,60,12.99,C,10+,RENT,104004,Verified,1,debt_consolidation,VA,0,0,47,0,11,Jun
35000,35000,34900,36,15.23,C,1,MORTGAGE,160000,Verified,0,home_improvement,CA,1,0,16,0,11,Jun
8000,8000,8000,36,17.49,D,3,MORTGAGE,85000,Verified,0,home_improvement,CA,1,0,24,0,11,May
11075,11075,10725,60,15.99,D,< 1,MORTGAGE,96188,Verified,0,debt_consolidation,CA,0,0,28,0,11,Jun
4000,4000,4000,36,12.99,C,10+,RENT,43000,Source Verified,0,debt_consolidation,CA,1,0,8,0,11,May
19200,19200,19200,60,17.49,D,3,OWN,46200,Not Verified,1,debt_consolidation,WV,1,0,17,0,11,May
18000,18000,18000,60,13.99,C,10+,MORTGAGE,35000,Verified,0,debt_consolidation,GA,1,0,17,0,11,Jun
7500,7500,7500,60,10.99,B,10+,MORTGAGE,70800,Source Verified,0,home_improvement,CA,0,0,35,0,11,May
4000,4000,4000,36,12.99,C,< 1,RENT,42500,Source Verified,0,car,NY,1,0,7,0,11,May
8000,8000,8000,36,7.49,A,10+,MORTGAGE,30000,Source Verified,0,major_purchase,LA,0,0,40,0,11,Jun
8000,8000,7950,36,13.49,C,8,MORTGAGE,38000,Not Verified,0,debt_consolidation,NJ,0,1,6,1,11,May
12000,12000,11975,36,11.49,B,2,RENT,36780,Verified,0,debt_consolidation,PA,0,0,26,0,11,May
10800,10800,10800,36,13.99,C,2,RENT,48000,Source Verified,1,debt_consolidation,HI,1,1,16,0,11,Jun
5000,5000,5000,36,21.36,F,1,RENT,39000,Not Verified,0,other,NV,1,0,6,0,11,May
4000,4000,3975,36,7.49,A,1,RENT,52000,Source Verified,0,credit_card,CA,0,0,17,0,11,May
20000,20000,20000,60,10.99,B,4,RENT,40000,Verified,0,credit_card,CA,0,0,24,0,11,May
4025,4025,4025,60,17.49,D,3,OWN,60000,Not Verified,0,other,KS,2,0,11,0,11,May
8100,8100,8100,36,16.49,D,7,MORTGAGE,115000,Verified,0,debt_consolidation,NJ,1,0,57,0,11,May
8400,8400,8400,36,11.99,B,2,MORTGAGE,85000,Verified,0,debt_consolidation,MI,1,0,7,0,11,May
4500,4500,4500,36,11.99,B,10+,MORTGAGE,65000,Not Verified,0,car,WV,0,0,6,0,11,May
8000,8000,8000,60,20.25,F,1,RENT,31200,Source Verified,1,debt_consolidation,KY,0,0,26,0,11,Jun
5000,5000,5000,36,5.99,A,4,MORTGAGE,48000,Not Verified,0,major_purchase,AL,1,0,15,0,11,May
7500,7500,7475,36,7.49,A,5,RENT,69996,Not Verified,0,other,NY,1,0,15,0,11,May
18000,18000,17875,60,16.49,D,8,MORTGAGE,65000,Source Verified,1,debt_consolidation,NY,1,1,26,1,11,May
5000,5000,4900,36,7.49,A,10+,MORTGAGE,73000,Not Verified,0,car,CA,0,0,23,0,11,May
3200,3200,3200,36,5.99,A,10+,MORTGAGE,48000,Not Verified,0,debt_consolidation,NJ,1,0,29,0,11,May
8325,8325,8275,36,6.99,A,10+,MORTGAGE,78000,Verified,0,debt_consolidation,CA,2,0,38,0,11,Jun
17400,17400,17400,60,18.79,E,9,RENT,45000,Verified,0,major_purchase,NJ,2,0,13,0,11,May
6200,6200,6200,36,6.99,A,10+,MORTGAGE,65000,Source Verified,0,major_purchase,GA,0,0,43,0,11,Jun
8000,8000,7975,36,7.49,A,5,RENT,36996,Not Verified,0,debt_consolidation,CA,0,0,24,0,11,Jun
12000,12000,12000,60,10.99,B,2,MORTGAGE,66000,Not Verified,0,debt_consolidation,CA,0,0,23,0,11,May
5500,5500,5500,60,12.99,C,1,RENT,38000,Not Verified,0,car,PA,0,0,8,0,11,May
7000,7000,7000,60,15.23,C,9,RENT,25000,Not Verified,0,debt_consolidation,VT,2,0,10,0,11,May
35000,35000,34850,36,10.99,B,8,MORTGAGE,390000,Verified,0,home_improvement,CA,0,0,33,0,11,Jun
9600,9600,9600,36,14.79,C,3,MORTGAGE,67775,Not Verified,0,credit_card,DE,1,0,36,0,11,May
12750,12750,12750,60,12.99,C,10+,MORTGAGE,132000,Not Verified,0,debt_consolidation,FL,1,0,34,0,11,May
24575,24575,24325,60,13.49,C,10+,MORTGAGE,100752,Verified,0,debt_consolidation,GA,0,0,30,0,11,May
8000,8000,8000,36,15.23,C,4,RENT,95000,Source Verified,0,debt_consolidation,NJ,3,0,29,0,11,May
15000,15000,15000,36,10.99,B,5,MORTGAGE,59700,Source Verified,0,debt_consolidation,OH,1,0,8,0,11,May
19250,19250,19250,60,14.79,C,8,MORTGAGE,65004,Verified,0,debt_consolidation,MD,1,0,16,0,11,Jun
3000,3000,3000,60,10.99,B,3,MORTGAGE,24720,Source Verified,0,car,WI,2,0,24,0,11,May
4000,4000,4000,36,9.99,B,1,RENT,31104,Source Verified,0,major_purchase,IL,1,0,13,0,11,Jun
6400,6400,6400,36,17.49,D,2,RENT,34200,Verified,0,other,FL,3,0,20,0,11,Jun
1500,1500,1500,60,12.99,C,5,RENT,25690,Not Verified,0,other,NV,0,0,18,0,11,May
25000,25000,24750,60,11.49,B,< 1,MORTGAGE,110000.04,Verified,0,debt_consolidation,MA,0,0,37,0,11,Jun
9000,9000,8925,36,13.99,C,10+,RENT,66000,Source Verified,0,major_purchase,OK,1,1,4,1,11,May
12000,12000,12000,60,15.99,D,9,MORTGAGE,50000,Not Verified,0,credit_card,GA,0,0,38,0,11,May
18000,18000,18000,36,9.99,B,< 1,MORTGAGE,200000,Source Verified,0,debt_consolidation,IL,0,0,31,0,11,May
21000,21000,21000,60,11.99,B,3,MORTGAGE,65000,Verified,0,home_improvement,MA,0,0,29,0,11,May
10000,10000,10000,36,9.99,B,2,RENT,24996,Not Verified,0,debt_consolidation,VA,0,0,11,0,11,May
6100,6100,6100,36,14.79,C,4,MORTGAGE,72000,Not Verified,1,home_improvement,OH,1,1,32,1,11,May
10000,10000,9950,36,7.49,A,5,RENT,58216,Source Verified,0,debt_consolidation,AZ,0,0,26,0,11,Jun
3300,3300,3300,36,12.99,C,2,RENT,33000,Source Verified,0,other,OH,1,0,21,0,11,May
9550,9550,9550,36,7.49,A,1,RENT,70446.2,Source Verified,0,debt_consolidation,DC,0,0,28,0,11,Jun
26000,26000,25950,60,12.99,C,10+,RENT,47000,Verified,0,debt_consolidation,MD,0,0,10,0,11,Jun
1000,1000,1000,36,13.49,C,10+,MORTGAGE,48000,Source Verified,0,small_business,CA,1,0,12,0,11,May
8000,8000,8000,36,8.49,A,1,MORTGAGE,55000,Not Verified,0,car,FL,1,0,27,0,11,Jun
13500,13500,13500,36,6.99,A,10+,RENT,53000,Source Verified,0,debt_consolidation,NJ,0,0,24,0,11,Jun
12000,12000,11950,36,9.99,B,< 1,RENT,48605,Verified,0,debt_consolidation,NY,0,0,12,0,11,May
9600,9600,9600,36,13.99,C,10+,MORTGAGE,130000,Source Verified,1,home_improvement,CA,1,0,39,0,11,May
4000,4000,4000,36,5.42,A,10+,MORTGAGE,96000,Not Verified,0,major_purchase,AZ,0,0,18,0,11,May
4200,4200,4100,36,5.99,A,6,MORTGAGE,40000,Source Verified,0,car,MO,1,0,14,0,11,Jun
15000,15000,14975,60,14.79,C,6,MORTGAGE,160000,Verified,0,home_improvement,CA,1,0,35,0,11,Jun
11525,11525,11525,36,10.59,B,4,RENT,78262.34,Source Verified,0,debt_consolidation,CA,1,0,9,0,11,May
3000,3000,3000,36,5.99,A,10+,MORTGAGE,87600,Source Verified,0,car,NY,0,0,55,0,11,May
28800,19025,19000,60,21.36,F,8,MORTGAGE,225000,Verified,1,other,TX,1,0,27,0,11,Jun
16000,16000,7185.61,36,14.79,C,1,MORTGAGE,110000,Verified,1,renewable_energy,MI,3,0,29,0,11,May
6400,6400,6400,36,11.99,B,4,RENT,90000,Not Verified,0,other,CA,0,0,8,0,11,May
8675,8675,8675,36,15.99,D,7,RENT,42000,Verified,0,debt_consolidation,MA,2,0,19,0,11,May
25000,16850,16625,36,7.49,A,< 1,OWN,150075,Verified,0,moving,NY,0,0,28,0,11,Jun
8000,8000,7975,36,11.49,B,2,MORTGAGE,78420,Verified,0,home_improvement,TX,2,0,30,0,11,May
25000,25000,24700,60,13.49,C,5,MORTGAGE,145000,Verified,0,debt_consolidation,GA,0,0,50,0,11,Jun
12000,12000,11975,36,10.99,B,1,RENT,45000,Source Verified,0,car,NJ,0,0,27,0,11,May
10000,10000,10000,36,10.59,B,3,MORTGAGE,115000,Not Verified,0,credit_card,CA,2,1,16,1,11,May
8000,8000,8000,60,13.49,C,5,MORTGAGE,103050,Not Verified,1,debt_consolidation,IL,0,0,43,0,11,May
10000,10000,10000,60,17.99,E,7,MORTGAGE,60000,Not Verified,1,home_improvement,CA,1,0,17,0,11,May
8000,8000,8000,36,5.99,A,2,RENT,43200,Not Verified,0,debt_consolidation,CA,1,0,13,0,11,May
6400,6400,6400,36,8.49,A,10+,MORTGAGE,40740,Source Verified,0,home_improvement,GA,1,0,18,0,11,May
21725,21725,21725,60,12.99,C,3,MORTGAGE,76000,Verified,0,major_purchase,CA,2,0,26,0,11,May
4075,4075,4075,36,5.42,A,10+,RENT,70000,Verified,0,debt_consolidation,FL,0,0,29,0,11,May
20000,12575,12575,60,16.49,D,10+,MORTGAGE,71880,Source Verified,1,other,CA,0,0,14,0,11,Jun
10575,10575,10550,36,6.99,A,4,MORTGAGE,250000,Source Verified,0,debt_consolidation,NJ,0,0,17,0,11,Jun
7000,7000,7000,36,10.99,B,< 1,RENT,35000,Verified,0,debt_consolidation,MA,0,0,27,0,11,Jun
3000,3000,3000,36,10.99,B,5,MORTGAGE,45000,Not Verified,0,other,TX,0,0,39,0,11,May
3600,3600,3600,36,10.59,B,10+,OWN,120000,Not Verified,0,home_improvement,FL,0,0,18,0,11,May
4800,4800,4775,36,6.99,A,10+,MORTGAGE,76176,Verified,0,home_improvement,GA,0,0,29,0,11,May
35000,35000,34975,60,20.62,F,5,MORTGAGE,130000,Verified,0,home_improvement,OH,0,0,41,0,11,Jun
4400,4400,4350,36,15.23,C,< 1,RENT,60000,Verified,0,major_purchase,NJ,3,0,24,0,11,May
20000,20000,19975,36,13.49,C,8,RENT,75000,Verified,1,debt_consolidation,OH,0,0,48,0,11,May
8000,8000,8000,36,18.79,E,3,MORTGAGE,85000,Source Verified,0,home_improvement,MA,1,0,13,0,11,May
9000,9000,9000,36,10.59,B,9,RENT,174708,Source Verified,0,debt_consolidation,NY,0,0,51,0,11,May
25000,25000,24725,36,10.59,B,2,MORTGAGE,100596,Verified,0,debt_consolidation,PA,0,0,12,0,11,May
25475,25475,25475,60,16.89,D,6,RENT,48000,Verified,0,credit_card,AZ,0,0,30,0,11,Jun
2500,2500,2500,36,13.99,C,< 1,RENT,26004,Source Verified,0,debt_consolidation,OH,1,0,6,0,11,May
6075,6075,5950,60,17.49,D,< 1,RENT,19200,Verified,0,debt_consolidation,OR,0,0,8,0,11,May
2400,2400,2400,36,7.49,A,4,MORTGAGE,156000,Not Verified,0,other,OH,0,0,31,0,11,May
20000,20000,19975,60,11.99,B,5,RENT,38000,Verified,0,debt_consolidation,NC,1,0,29,0,11,May
12000,12000,11975,60,20.25,F,< 1,MORTGAGE,62000,Not Verified,0,debt_consolidation,WI,0,0,9,0,11,Jun
30000,30000,27953.65282,60,19.69,E,4,MORTGAGE,84000,Verified,0,home_improvement,FL,0,0,23,0,11,Jun
9000,9000,8975,36,15.62,D,3,MORTGAGE,49633,Verified,0,debt_consolidation,TX,0,0,21,0,11,May
8000,8000,8000,36,8.49,A,1,MORTGAGE,96000,Source Verified,1,home_improvement,CT,2,0,40,0,11,Jun
25000,25000,24925,60,11.49,B,10+,MORTGAGE,90372,Verified,0,other,FL,0,0,16,0,11,Jun
1800,1800,1800,36,11.49,B,4,RENT,48000,Not Verified,0,debt_consolidation,RI,0,0,16,0,11,May
3600,3600,3600,60,16.49,D,5,OWN,31243,Not Verified,1,car,NY,1,0,5,0,11,May
6000,6000,6000,60,13.49,C,6,MORTGAGE,105996,Source Verified,1,other,CA,1,0,37,0,11,May
20000,20000,19975,60,20.25,F,6,RENT,72000,Verified,0,small_business,CO,2,0,5,0,11,May
35000,35000,35000,60,15.23,C,10+,MORTGAGE,65000,Verified,1,credit_card,WY,3,0,27,0,11,May
4000,4000,3975,60,10.99,B,8,RENT,70800,Not Verified,0,car,OH,0,0,26,0,11,May
10000,10000,10000,36,10.59,B,10+,RENT,46000,Source Verified,0,debt_consolidation,CA,0,0,21,0,11,May
17500,17500,17350,60,19.69,E,5,OWN,75500,Verified,0,other,SC,2,0,11,0,11,Jun
9200,9200,8950,36,10.99,B,3,OWN,30200,Source Verified,0,debt_consolidation,GA,0,0,22,0,11,May
16000,16000,16000,60,11.49,B,10+,MORTGAGE,51646,Verified,1,other,MI,0,0,28,0,11,May
5000,5000,5000,36,16.89,D,1,RENT,50000,Source Verified,0,debt_consolidation,TX,2,0,9,0,11,May
9300,9300,9300,60,12.99,C,7,MORTGAGE,51000,Verified,0,home_improvement,PA,0,0,38,0,11,Jun
13000,13000,13000,36,19.29,E,3,RENT,65000,Verified,0,debt_consolidation,LA,1,0,25,0,11,May
4800,4800,4800,36,10.99,B,4,OWN,80000,Not Verified,0,debt_consolidation,MO,2,0,41,0,11,May
7000,7000,6975,36,10.59,B,10+,MORTGAGE,43200,Not Verified,1,home_improvement,TX,0,0,23,0,11,May
4500,4500,4450,36,7.49,A,1,MORTGAGE,57000,Not Verified,0,medical,MA,0,0,34,0,11,May
12000,12000,11750,36,6.99,A,10+,OWN,49441.6,Source Verified,0,debt_consolidation,TX,0,0,23,0,11,Jun
35000,21775,21650,60,20.25,F,< 1,MORTGAGE,123000,Source Verified,0,credit_card,CA,2,0,48,0,11,Jun
15775,15775,15775,36,10.99,B,< 1,RENT,45000,Source Verified,0,debt_consolidation,MA,0,0,29,0,11,May
24000,24000,23900,60,15.99,D,1,RENT,100000,Verified,0,debt_consolidation,CA,0,0,8,0,11,Jun
10000,10000,10000,60,18.39,E,10+,RENT,39996,Source Verified,0,debt_consolidation,WI,3,0,10,0,11,May
16000,16000,16000,36,11.99,B,< 1,MORTGAGE,93000,Verified,1,debt_consolidation,NY,0,0,29,0,11,May
34475,26400,25038.54908,60,19.69,E,9,MORTGAGE,71102,Verified,0,debt_consolidation,VA,0,0,47,0,11,Jun
8000,8000,7925,36,6.99,A,10+,MORTGAGE,140000,Verified,0,moving,FL,2,0,38,0,11,May
